,B1_a_mean,B1_a_std,B1_a_skew,B1_a_kurtosis,B1_a_entropy,B1_a_rms,B1_a_max,B1_a_p2p,B1_a_shape_factor,B1_a_impulse_factor,B1_a_crest_factor,B1_a_clearance_factor,B1_a_rms*kurt,B1_b_mean,B1_b_std,B1_b_skew,B1_b_kurtosis,B1_b_entropy,B1_b_rms,B1_b_max,B1_b_p2p,B1_b_shape_factor,B1_b_impulse_factor,B1_b_crest_factor,B1_b_clearance_factor,B1_b_rms*kurt,B2_a_mean,B2_a_std,B2_a_skew,B2_a_kurtosis,B2_a_entropy,B2_a_rms,B2_a_max,B2_a_p2p,B2_a_shape_factor,B2_a_impulse_factor,B2_a_crest_factor,B2_a_clearance_factor,B2_a_rms*kurt,B2_b_mean,B2_b_std,B2_b_skew,B2_b_kurtosis,B2_b_entropy,B2_b_rms,B2_b_max,B2_b_p2p,B2_b_shape_factor,B2_b_impulse_factor,B2_b_crest_factor,B2_b_clearance_factor,B2_b_rms*kurt,B3_a_mean,B3_a_std,B3_a_skew,B3_a_kurtosis,B3_a_entropy,B3_a_rms,B3_a_max,B3_a_p2p,B3_a_shape_factor,B3_a_impulse_factor,B3_a_crest_factor,B3_a_clearance_factor,B3_a_rms*kurt,B3_b_mean,B3_b_std,B3_b_skew,B3_b_kurtosis,B3_b_entropy,B3_b_rms,B3_b_max,B3_b_p2p,B3_b_shape_factor,B3_b_impulse_factor,B3_b_crest_factor,B3_b_clearance_factor,B3_b_rms*kurt,B4_a_mean,B4_a_std,B4_a_skew,B4_a_kurtosis,B4_a_entropy,B4_a_rms,B4_a_max,B4_a_p2p,B4_a_shape_factor,B4_a_impulse_factor,B4_a_crest_factor,B4_a_clearance_factor,B4_a_rms*kurt,B4_b_mean,B4_b_std,B4_b_skew,B4_b_kurtosis,B4_b_entropy,B4_b_rms,B4_b_max,B4_b_p2p,B4_b_shape_factor,B4_b_impulse_factor,B4_b_crest_factor,B4_b_clearance_factor,B4_b_rms*kurt
2003-10-22 12:06:24,0.10414384765624869,0.0811240654056972,-0.029994961741914787,1.0697168532225767,4.803023621505801,0.12461381908219489,0.72,1.108,1.1965547834713253,6.913514491768353,5.7778503644534815,6.913514491768353,,0.10024975585937275,0.07064988711060494,0.2201320883636782,3.0669252574072887,4.585194110156707,0.11749315326627814,0.701,1.265,1.1720043830439975,6.992535732289716,5.966305103849782,6.992535732289714,,0.10715097656249992,0.09065012686878848,-0.09208000771808558,0.20983013457084443,4.985818771001634,0.1304552822390205,0.674,1.033,1.2174903712886587,6.290189988206622,5.166521343038418,6.290189988206622,,0.10200180664062372,0.07750968191912881,-0.05318651041689317,0.29258558444847127,4.864904449330716,0.12164211343019993,0.53,0.786,1.1925486168962875,5.195986399214551,4.3570436673161055,5.195986399214551,,0.10614848632812486,0.09146302713191255,0.03437409253210587,0.40583054697351484,5.02762899600102,0.12888705027471,0.496,0.896,1.2142146792022623,4.672699697919106,3.848330758930591,4.672699697919105,,0.10815161132812523,0.09548804609392741,-0.022225013499920156,0.7775455732286849,4.929958918193294,0.1318211210655727,0.784,1.199,1.2188548968136588,7.249082934339229,5.9474535921296665,7.249082934339227,,0.09480419921874725,0.06008602164049352,0.046612370389660485,0.790735900517876,4.606995309353094,0.10902048975995292,0.413,0.6619999999999999,1.1499542283818085,4.35634711756859,3.7882787071436317,4.35634711756859,,0.09951518554687289,0.06638162725035471,0.008295409004596516,1.8087247016315988,4.690567911264241,0.1152674244979501,0.471,0.845,1.158289801345497,4.732946006297131,4.086150116144706,4.732946006297131,
2003-10-22 12:09:13,0.10365195312499972,0.07951735968709735,-0.07008005894901598,1.1621282658413783,4.844822680812596,0.12381119580648291,0.654,1.042,1.1944897522304445,6.3095771983312545,5.282236357867046,6.309577198331254,,0.09985283203124878,0.0695307927350685,0.12650752483948902,2.0017976449893817,4.6740057597973514,0.11683251358448447,0.581,1.072,1.1700470703517003,5.818563061067411,4.9729307551006725,5.818563061067411,,0.10818994140624945,0.09026017306712077,-0.10144796352280161,0.22973297550194038,5.014886141823494,0.13148990760047422,0.645,0.9359999999999999,1.2153616675577403,5.961737215274424,4.905319440635715,5.961737215274424,,0.1029219726562488,0.07674094066766933,-0.032989209665901374,0.29200960222115846,4.856460493314185,0.12218175577929996,0.625,0.867,1.187129945394419,6.072561415893601,5.115329993529914,6.072561415893601,,0.10665976562499915,0.09173435687466838,0.0010972169837990815,0.44611950007317747,4.985773574256119,0.12956208695061994,0.566,1.059,1.214723154428645,5.306593322077722,4.368561925185103,5.306593322077721,,0.10845327148437467,0.09438573462991871,-0.02882376330994605,0.6827363493370386,5.057116100508391,0.13204902043872996,0.576,0.9929999999999999,1.217566041405717,5.311043107473113,4.362016454845728,5.311043107473113,,0.09507021484374786,0.059421329319060454,0.08517017926936786,1.235297149690461,4.590614116630126,0.1088995061577703,0.42,0.796,1.1454639745660515,4.417787428904829,3.8567668010497376,4.417787428904829,,0.09358486328124846,0.06474593629381273,-0.053795867829669004,1.8739394938415632,4.66612969232438,0.1092078942208678,0.627,0.9,1.1669397207181464,6.699801421044778,5.7413431920216516,6.699801421044778,
2003-10-22 12:14:13,0.10503623046874866,0.08021885052596571,-0.04164900086326216,0.9868193618567296,4.889290096303736,0.125246370877438,0.623,0.94,1.192411135838513,5.931286730490131,4.974196023688761,5.931286730490131,,0.10154008789062319,0.06946542622334916,0.1510613351933737,1.9697250714030838,4.725045737859103,0.11838443959029993,0.549,1.018,1.1658886854403652,5.406731581632678,4.637433786906092,5.406731581632678,,0.10854829101562469,0.09023656258500304,-0.09207886665202693,0.2090448229369435,5.0142070368541125,0.13190562607202594,0.613,0.952,1.2151792058434046,5.64725611305812,4.647261972474749,5.64725611305812,,0.10404067382812385,0.07709824741534005,-0.02898219253837649,0.17363134208417597,4.8594162483163545,0.12357231897790916,0.432,0.718,1.1877308597794207,4.152222242559321,3.4959285669570384,4.15222224255932,,0.10874086914062428,0.09181509581572686,0.05307557548626336,0.39009985182696827,5.033101982699828,0.1313388774598819,0.601,0.987,1.2078152262148363,5.526900830843825,4.575948962131021,5.526900830843824,,0.10988085937499928,0.09405727394578527,0.019640381345172975,0.7508978772072785,5.051900810245278,0.1333003605877062,0.62,0.984,1.2131354027072214,5.642474981780693,4.6511502089453485,5.642474981780693,,0.0961572265624981,0.05996933873212538,0.009610136969093502,0.9252271356923152,4.6029295291974925,0.11031920615239103,0.396,0.657,1.147279409943111,4.118255217590007,3.589583480622401,4.118255217590007,,0.0983000488281228,0.065254959784495,0.04714176890131189,1.430336932438621,4.681019040176629,0.11369593903361006,0.601,0.977,1.156621389195893,6.113933890824738,5.286028728100273,6.113933890824738,
2003-10-22 12:19:13,0.10489750976562404,0.08082651977434202,0.00516197199283391,1.0348390929763482,4.852677517117944,0.1251974606387471,0.598,1.055,1.1935217615602007,5.700802634267731,4.776454705623049,5.700802634267731,,0.10157001953124849,0.07126709242682797,0.099501121708897,1.746088728598787,4.750845624568684,0.11900456965031322,0.535,1.009,1.1716505539678383,5.267302324731727,4.49562568540066,5.267302324731727,,0.10815019531249996,0.09027441903474587,-0.1058068906370628,0.18936297123550005,5.014886498673735,0.13161419968450877,0.598,0.8839999999999999,1.2169575774154595,5.529347388343396,4.543582694218864,5.529347388343395,,0.1033793945312486,0.07652980539418426,-0.050407358241178805,0.3202018793239705,4.852331115315007,0.12275035959723296,0.483,0.727,1.1873774281017617,4.672110938452019,3.934815356833283,4.672110938452019,,0.10807324218749989,0.09238734810736794,-0.023655269844474816,0.2623186056250799,5.040680494433026,0.13108278894879277,0.552,0.8740000000000001,1.2129069721196366,5.107647266122694,4.21107915407291,5.107647266122693,,0.1100055664062494,0.09650752194559602,-0.008529037318643667,0.6676685963648508,5.040335354220518,0.1339691079129812,0.684,1.036,1.2178393538580945,6.217867171139246,5.10565465916432,6.217867171139246,,0.09681328124999775,0.059916802372514705,-0.03726128476020653,0.6531193541958311,4.604411414080629,0.11103715286518405,0.393,0.591,1.1469206645155832,4.059360398963856,3.5393558809740164,4.059360398963856,,0.09860004882812325,0.06630300276942906,0.02110711296808236,1.378814049507163,4.6961756006024205,0.11441291870587374,0.525,0.8520000000000001,1.1603738544319893,5.324540973759106,4.588642663243653,5.324540973759106,
2003-10-22 12:24:13,0.10477573242187403,0.08203625590914539,-0.06020003838298232,1.1107277714105175,4.889979816295536,0.12561814016563005,0.623,1.0110000000000001,1.1989239994986054,5.946033357147218,4.959474795428128,5.946033357147218,,0.10218803710937348,0.07215469417642197,0.09589100723269946,1.181741642863476,4.7831903121719535,0.11968849195900948,0.537,0.923,1.1712573736092338,5.255018250573033,4.486646888189635,5.255018250573033,,0.10794282226562495,0.08886357449194482,-0.09198747692402373,0.2612139758183294,4.9438348624426895,0.13077881512817022,0.725,1.0739999999999998,1.2115563812696186,6.716518845652606,5.543711336499427,6.716518845652606,,0.10262578124999866,0.0760463741296008,-0.04449645846142945,0.3412006171289619,4.846419453584628,0.12186588788051497,0.571,0.837,1.1874782963517267,5.563904050669529,4.68547852012406,5.563904050669529,,0.10845297851562467,0.09193386840986251,0.027082458212925868,0.3265643109925018,5.032231331316988,0.13130738905302275,0.527,0.998,1.2107310546026642,4.859248747364502,4.0134831999987,4.859248747364502,,0.10934931640624972,0.09504508800205638,-0.02483007137028419,0.47571236574384734,5.030919517600364,0.1332806458808114,0.623,1.055,1.218852117791507,5.697337857014638,4.67434709580511,5.697337857014638,,0.09635932617187283,0.0592566231495547,0.03651714909388348,0.6360237344290605,4.594098522457136,0.1101903056842882,0.376,0.591,1.1435354527878603,3.902061325432405,3.4122784002187685,3.902061325432405,,0.09846826171874778,0.0662802186590569,0.008626718625911464,1.498312203832553,4.693566571901535,0.1142575622326319,0.522,0.871,1.160349134211185,5.3012005176953645,4.5686253916147095,5.301200517695363,
2003-10-22 12:29:13,0.10522788085937436,0.08173065267530599,-0.05418666621355988,1.0954384831313382,4.905022961463075,0.12598810610870922,0.564,0.996,1.1972882574446015,5.35979623835361,4.476613050388668,5.35979623835361,,0.10173383789062367,0.07184782070881815,0.11887955343008506,1.9711845656721163,4.48863477792991,0.11928294573231384,0.703,1.294,1.1725002045096937,6.910188532902906,5.89354995958619,6.910188532902906,,0.10767792968749974,0.08986976792243886,-0.04899435306418735,0.22743809075400634,4.989099289963832,0.13043177844423118,0.701,1.023,1.2113139509903916,6.510154885355091,5.3744571174403415,6.510154885355089,,0.10230830078124833,0.0762820899512126,-0.0349981848985702,0.14381203658819475,4.850557554433812,0.12171570960580129,0.427,0.6639999999999999,1.189695349022042,4.173659387745946,3.508174921568613,4.173659387745946,,0.10851079101562433,0.09353715654274752,-0.014677627650155003,0.3244131668476826,5.0519972013529335,0.13171370523405823,0.522,0.876,1.213830477146666,4.81058146488707,3.963141110276977,4.81058146488707,,0.11044912109374924,0.09630171632322973,0.062465043888621535,0.58935040036702,5.0703345753951385,0.134084314950053,0.559,1.0230000000000001,1.2139916879577635,5.061153900224492,4.169018577663093,5.061153900224492,,0.10697041015624806,0.05860690872849895,0.006678260882489238,0.6876835273025743,4.582680701354173,0.12004629722137414,0.4,0.559,1.1222383558782694,3.739351839594952,3.332047795379901,3.7393518395949523,,0.09818369140624802,0.06540434871315119,-0.005512414301718443,1.1286108098537637,4.685130896882142,0.11372880640475394,0.43,0.681,1.158326854244904,4.379546071666928,3.7809242318929823,4.379546071666928,
2003-10-22 12:34:13,0.10503481445312408,0.08131522807098006,-0.020954521460797272,0.8882823225693053,4.806604118526204,0.1254834547345162,0.667,1.106,1.1946844042887994,6.350275415563944,5.3154417959815,6.350275415563942,,0.10104169921874759,0.07078819250880436,0.058823136634330975,1.0380747969574804,4.76526501357722,0.118342742024358,0.5,0.881,1.1712267602324478,4.948452014029635,4.225016181364862,4.948452014029635,,0.10828339843750008,0.09066687130761124,-0.08326078426277757,0.12557599781860862,5.021616184965373,0.13157663299979408,0.598,0.859,1.215113626820077,5.522545548338688,4.544879940809367,5.5225455483386865,,0.10279492187499903,0.0767909824089972,-0.041831746417889774,0.20596717405739584,4.857714806322926,0.12223013362672173,0.464,0.72,1.1890678196667652,4.513841652258175,3.7961179148916613,4.513841652258175,,0.10836059570312492,0.0921554884587912,0.017207322390504157,0.24718654578119104,5.0368219130623055,0.13103284248823602,0.508,0.8180000000000001,1.2092296248280698,4.688051008798116,3.876890635609982,4.688051008798116,,0.10961757812499906,0.0951403310590294,0.012689266093447265,0.4365476961530219,5.06641955654969,0.13300252765748946,0.596,0.984,1.2133321127184817,5.437084181155367,4.481117844127219,5.437084181155367,,0.05172290039062373,0.06349524001541457,-0.013040463821045404,0.6146129681514925,4.661240194860397,0.06614774353376973,0.332,0.64,1.278886973356183,6.41882024195566,5.019067654673775,6.41882024195566,,0.09706621093749766,0.0647127025611699,-0.06831009384569808,1.2388944749117599,4.67323559005743,0.11268439142273655,0.466,0.749,1.1609023401077536,4.800846715857211,4.135444085168785,4.800846715857211,
2003-10-22 12:39:13,0.1047700683593733,0.08023122117767087,-0.014221380690042477,0.900486151205961,4.889623693779724,0.12507391310834717,0.603,0.984,1.193794325678278,5.7554605952115185,4.821149230996252,5.755460595211519,,0.10138222656249848,0.0709444403806759,0.05419277434028214,1.2947883564623686,4.766486456935003,0.11872070732461229,0.505,0.942,1.1710209111596448,4.981149232194839,4.253680856358132,4.981149232194839,,0.10729682617187455,0.08876220961766712,-0.06986921318137487,0.13940662371848012,4.998789801440498,0.13001018946695822,0.613,0.877,1.211687186894974,5.713123322194609,4.71501505007646,5.713123322194609,,0.10293662109374783,0.07645564496916393,-0.034719932840104384,0.3337623224585484,4.851104588591314,0.12213844003898303,0.588,0.839,1.1865402102886677,5.712252779936077,4.8142091860050575,5.712252779936077,,0.10792446289062381,0.09165110775634444,0.04980930740448313,0.6916871661559063,4.900019997741563,0.13077409347952149,0.623,1.167,1.2117187334261112,5.7725559462026075,4.763940497875127,5.7725559462026075,,0.10974521484374918,0.09581807248066834,-0.03429118468224993,0.7968436299503927,5.069505696910502,0.13356827425222934,0.605,0.979,1.2170760651605401,5.512768833350686,4.529518730305091,5.512768833350684,,0.10254780273437276,0.05840775190280774,0.023817764443336838,0.8688157655464264,4.575305506739287,0.11574464017186985,0.398,0.591,1.1286896167992797,3.881116800044187,3.4386041496954647,3.881116800044187,,0.09795361328124783,0.06492760475932279,-0.014279722912249429,1.484702322295072,4.671338107726324,0.11333266117869001,0.532,0.788,1.157003375192325,5.431142172085998,4.694145486985461,5.431142172085999,
2003-10-22 12:44:13,0.10517934570312445,0.0808146144908093,-0.020719898571069376,0.9386431255009366,4.834730729332855,0.12539559920040305,0.696,1.109,1.1922074468340926,6.617268774085186,5.5504340219123325,6.617268774085186,,0.1017500976562484,0.07180703210312882,0.13320637627770757,1.6684804269166138,4.765242485345367,0.1191778157117024,0.579,1.043,1.1712796199403148,5.69041222895018,4.858286725111932,5.69041222895018,,0.10840566406249938,0.08871230333279152,-0.06398514828950144,0.12450796263310115,4.999794461357618,0.13122485659463015,0.61,0.8979999999999999,1.2104981573561877,5.627012253237171,4.648509557029775,5.627012253237171,,0.10315820312499857,0.07601406555937275,-0.05639599295198468,0.23570113021542216,4.84686553651722,0.12252054116682842,0.479,0.708,1.187695572967343,4.643353465740198,3.9095485168301383,4.643353465740198,,0.10857607421874957,0.09107519166904753,0.03539422507644955,0.3427256314683822,5.026004221833416,0.1309602392993528,0.574,0.9209999999999999,1.2061611201331985,5.286615897012013,4.383009706388316,5.286615897012013,,0.10882329101562378,0.09360514579066943,0.0008155532775371335,0.601933225036408,5.027195681076648,0.13209776634389725,0.693,1.025,1.213874025597429,6.368122058544416,5.246114443720991,6.368122058544416,,0.06754951171875014,0.06029709579594105,-0.08104198042522469,0.807893605468013,4.609115498847284,0.08290687605775682,0.388,0.627,1.227349746108439,5.7439349319871,4.679949582585901,5.743934931987099,,0.09769135742187252,0.06423289251109424,0.043941965869193494,1.515708064738619,4.66294857412728,0.11284862280915028,0.505,0.954,1.155154619479996,5.169341621687004,4.475021381998224,5.169341621687003,
2003-10-22 12:49:13,0.1043835937499991,0.08124838420491766,0.012966394325840649,0.9229430061434205,4.836575907979511,0.12482766323140276,0.625,1.104,1.1958551985704438,5.987530966761719,5.006902987852851,5.987530966761719,,0.10131352539062319,0.0714371232513704,0.09600336204796217,1.5037886229361277,4.770769504751753,0.1187240327282797,0.535,0.994,1.1718478087750537,5.280637485836673,4.506248547203912,5.280637485836673,,0.10692827148437478,0.0885305470451834,-0.08520793570404737,-0.009855588270779592,4.995567980684737,0.12981735535726002,0.491,0.784,1.2140601690753947,4.591863247988142,3.7822369639926645,4.591863247988142,,0.10247290039062426,0.07577037271579573,-0.015024810172960949,0.1868074212982589,4.844087647517314,0.12163743091503279,0.542,0.8400000000000001,1.1870204751827353,5.289203271634793,4.455865237556706,5.289203271634793,,0.1081878417968748,0.09197906941614695,0.03539391641729058,0.44012516054839956,5.033701450395053,0.1310096320185681,0.535,0.97,1.210945979165954,4.945102805585808,4.083669206277704,4.945102805585808,,0.1095156249999993,0.09558046686238184,0.032005516169247426,0.7642231006817495,4.987446374569891,0.13321766801108817,0.657,1.123,1.2164261310757087,5.999143957768583,4.931778267919505,5.999143957768583,,0.08475034179687405,0.05982663153286352,-0.02647353104049232,0.9575342277714762,4.599970334719374,0.09949581664219294,0.396,0.6819999999999999,1.1739872020889202,4.672547527290347,3.980066834609701,4.672547527290347,,0.09800405273437354,0.0659761868077572,0.02997472504436367,1.221421239639084,4.691375954747628,0.11358674905351801,0.464,0.747,1.159000529920712,4.734498085070024,4.084983537836617,4.734498085070023,
